id,lat,lng,demand,service_sec,tw_start_offset_min,tw_end_offset_min,priority
O2946,28.544353254916086,76.7217513401262,2,120,117,372,2
O2947,28.43822841350501,76.97958109391055,3,60,212,321,2
O2948,28.691887978008005,77.10095251447846,1,180,62,244,3
O2949,28.737053692418595,77.01209265836518,3,60,239,506,2
O2950,29.043873551978805,76.69082798848856,1,180,16,120,3
O2951,28.69106646068109,77.79646414666304,2,60,155,251,2
O2952,28.53342959724877,77.75196821472105,1,60,41,374,2
O2953,28.693165868108228,77.99661396996547,3,60,177,506,2
O2954,28.590810618283015,77.37444558240118,3,180,166,325,2
O2955,28.499422237129888,77.373423681984,1,180,221,358,1
O2956,28.25339507277962,77.47689900267757,1,60,56,177,2
O2957,28.51314870016921,77.68493260959573,2,120,118,461,2
O2958,28.823709075950912,77.37563747351942,2,180,93,441,2
O2959,28.55296769832375,77.3120239856432,2,60,76,277,1
O2960,28.825772874370223,77.15587797354871,3,120,85,352,3
O2961,28.309449802103234,76.79901286441199,3,120,234,477,2
O2962,29.006886877365975,76.79413995421505,3,120,79,224,3
O2963,28.6206510990464,77.63429544732486,2,120,76,328,3
O2964,28.681545514964185,76.87688308424426,3,180,97,297,2
O2965,28.88396697548416,77.4882862145488,1,180,48,120,2
O2966,28.90031857600881,77.12536350338327,3,60,97,249,2
O2967,28.48351088876985,77.23863114467918,1,60,50,368,2
O2968,28.4860120947192,76.9220656710557,1,180,171,282,3
O2969,28.395404386890565,77.41609126676613,3,180,57,336,3
O2970,28.945718511809797,76.88717066252005,3,180,40,363,1
O2971,28.321901475984017,76.76653662208862,3,120,23,342,2
O2972,27.636687740094395,77.16325084246843,3,180,160,458,2
O2973,29.105872865553692,77.36593918813733,3,180,110,454,2
O2974,28.573287126057444,78.10236158700096,3,180,115,413,2
O2975,28.607308531836104,76.98991325820666,1,60,85,147,3
O2976,28.46984427751722,77.34925528576491,2,180,83,265,2
O2977,28.890183245732057,77.56469930123924,2,180,118,372,2
O2978,29.285358171035487,77.29532144361536,2,120,210,315,2
O2979,28.965743735340386,77.06560163810971,2,60,177,239,2
O2980,28.73373681531169,77.33337096322816,2,60,230,548,2
O2981,28.78495989223656,77.66112632351603,1,60,216,442,1
O2982,28.57148532005572,77.42634747056591,2,60,20,336,2
O2983,28.980580991342748,77.15614423591065,1,180,143,288,2
O2984,28.752208694651358,77.443449150159,1,120,28,206,1
O2985,28.39491401478665,77.36520639572265,1,180,232,419,2
O2986,28.936989474414013,77.62038162911884,1,120,119,211,2
O2987,28.861962282283606,76.9075168482532,2,120,39,261,2
O2988,28.946882549592793,77.0212255897438,1,180,191,347,1
O2989,28.563475607972027,77.02255287227074,1,60,156,339,2
O2990,28.573657511236334,77.14282187629343,2,60,112,361,3
O2991,28.82432734194517,77.27405255383837,2,120,127,240,3
O2992,28.637312030439464,76.33103599620765,3,60,221,500,1
O2993,28.27679082770758,77.05167094050891,1,120,33,392,2
O2994,28.383854480516096,77.0623023106701,3,60,47,281,1
O2995,28.672307267248513,77.50803254830063,1,60,234,407,2
O2996,28.690352288381035,77.32528749253112,1,120,190,394,3
O2997,29.041697271846164,77.37145512258,1,180,87,223,3
O2998,28.958244439155504,77.15665521423882,3,120,112,448,1
O2999,28.697539602029856,77.05229174285833,2,120,185,527,1
O3000,29.237817783318295,76.70966932768272,3,60,157,429,1
O3001,28.27578292094994,77.17825839479514,2,120,134,195,2
O3002,28.886106548633308,76.73143407927027,3,120,35,124,2
O3003,28.75457973719531,77.629579067178,1,60,208,335,3
O3004,28.05668045948501,76.5834536882615,2,120,102,401,3
O3005,27.63497041612239,77.33077170196782,2,180,102,170,2
O3006,28.54973903049759,77.16929904423895,1,60,119,309,2
O3007,28.999165920444685,76.77331982899473,1,60,183,508,2
O3008,28.666248285365857,77.56691297395979,1,60,59,179,2
O3009,28.633191686937376,77.21492812875529,3,180,176,268,2
O3010,29.029948419265175,77.36337690398487,2,60,156,443,2
O3011,28.093098900025364,77.02180525794802,2,120,223,578,1
O3012,28.841532827335975,76.97491859421234,1,180,111,353,2
O3013,28.44098209393341,77.30462014068668,1,180,210,304,2
O3014,29.002449656605812,77.64290070327077,3,180,224,329,2
O3015,28.82129580504355,76.9579202365487,2,120,14,255,3
O3016,28.526533728991367,77.000148217091,3,120,128,316,2
O3017,28.37825990368109,77.87726339978781,3,120,96,280,2
O3018,28.2972143536233,77.20369344873329,2,180,66,316,2
O3019,28.090506354165033,77.24090374640593,2,120,202,539,2
O3020,28.749379191104598,77.88928950875692,3,180,67,389,2
O3021,28.609365235560034,77.26859507675694,3,180,18,371,2
O3022,29.022936597954168,76.92443037677145,3,120,76,432,2
O3023,28.616119233357868,77.14563901348795,2,180,208,497,2
O3024,28.86939911893858,77.21343354764082,1,180,45,211,2
O3025,28.76846666634793,77.20920180923882,3,60,102,439,2
O3026,28.630510247736858,76.80809787822328,2,120,19,157,2
O3027,28.7527390472971,77.4884681780882,1,120,239,335,1
O3028,28.672121666619496,76.68364595279404,1,180,113,259,1
O3029,28.21983742229433,77.52278118295877,3,120,145,452,2
O3030,28.680841320883935,77.295412649249,3,120,196,379,2
O3031,28.249733098862283,77.44783454260157,3,60,16,363,2
O3032,28.85643701405708,77.35588551242859,3,60,189,544,3
O3033,28.215645609232457,77.03474930795377,3,60,58,240,2
O3034,29.149522390832665,77.06010185739711,1,60,80,434,1
O3035,28.872450247586826,77.54887515573589,2,180,151,471,3
O3036,28.663604551746424,76.98024023472352,1,180,155,337,1
O3037,28.67471476285977,77.5303225394038,2,180,134,453,2
O3038,28.64359528307277,77.47491558267261,3,120,104,167,2
O3039,28.220152221887755,76.98637073880657,2,60,238,540,2
O3040,28.727723547621395,77.61317880862252,1,120,213,445,3
O3041,28.336443961330986,77.54310040287162,2,120,61,159,2
O3042,28.355540009659705,76.94492809403357,2,180,24,155,1
O3043,28.499093722021716,76.75401476857871,3,180,176,315,2
O3044,28.481507246126554,76.46370862755037,1,180,19,85,3
O3045,28.62064902332458,77.63302561741601,3,120,215,388,2
O3046,28.632124858888055,77.50694240821139,2,120,183,334,2
O3047,28.497759055393054,77.03646271029899,1,60,189,356,2
O3048,28.33725779159167,77.29591134339184,2,120,21,192,3
O3049,27.92647480515214,77.225549664781,2,120,150,375,3
O3050,28.6181003214713,78.05528275162652,1,180,113,263,2
O3051,28.43886053645832,76.4342279038635,1,120,40,327,1
O3052,28.83429778055916,77.26507047378772,2,180,20,349,2
O3053,28.82953188277135,76.74692132767456,1,120,238,541,2
O3054,28.15369890665836,77.48465150566564,2,60,54,215,2
O3055,28.66652114127639,77.39466741732903,3,120,165,498,3
O3056,28.842235150106013,77.20483864864977,1,180,173,375,2
O3057,28.984494009488046,76.82919245101249,3,60,96,395,2
O3058,28.452451265842363,77.2838368512498,3,60,234,496,3
O3059,28.409468095089732,77.14609555529115,2,60,183,534,3
O3060,28.532246313361597,76.6479989188523,1,180,185,304,2
O3061,28.482348139574682,76.47355214305091,3,120,90,439,2
O3062,28.875065263525208,77.52980400139258,1,180,142,303,2
O3063,29.449139880617196,77.58069933202984,2,120,40,240,2
O3064,27.981741765347287,77.57357085849374,3,180,214,564,1
O3065,28.88581410591397,77.07080197507867,3,120,128,473,1
O3066,28.40216832599606,77.22334955569526,3,180,231,575,2
O3067,28.66010720950631,77.69722122741634,1,60,65,229,1
O3068,28.34909901570086,77.02541941832898,3,60,141,404,2
O3069,28.25927883701212,77.03097112421625,2,120,134,344,2
O3070,28.256349353523667,77.23787298313128,2,180,53,170,1
O3071,28.665971672536198,77.96802132689666,1,60,230,312,2
O3072,28.387970651338943,77.36671684792864,2,60,111,228,2
O3073,28.52523522137919,77.11594126938954,1,60,191,478,2
O3074,28.99146587381236,77.45873770588466,3,60,101,374,1
O3075,28.44234282985932,76.70722684044736,2,60,40,152,2
O3076,28.235542163686073,76.85914720527668,2,180,16,124,2
O3077,28.916447585547896,77.48116562477385,3,180,36,117,2
O3078,28.60653043337732,77.23844881896979,3,180,36,122,1
O3079,29.465524562470595,77.18163536104231,2,60,42,266,2
O3080,28.10426653061398,76.98157824382177,3,60,127,449,3
O3081,28.602462414230015,77.10613365993146,1,180,66,258,1
O3082,28.61148222457944,77.26736679085364,2,120,204,548,2
O3083,28.36461195730095,77.23977524535806,1,60,209,469,3
O3084,28.884019632391254,77.27868915206574,3,60,112,380,2
O3085,28.440206203049524,78.1682626468001,3,180,118,249,3
O3086,28.422437247704035,77.41115243895382,3,120,65,407,2
O3087,28.99121189874026,77.07315905175383,3,120,210,562,2
O3088,28.757270390255652,77.45856652484731,2,120,129,407,3
O3089,28.584256499607818,77.19505423602875,3,60,188,354,2
O3090,28.210463690900674,77.02596207541835,1,60,118,433,2
O3091,29.002404812327292,77.29089877940376,2,120,74,197,3
O3092,28.742764564681437,76.1543649382565,2,60,220,352,3
O3093,28.770142635158333,77.38123839014978,1,120,40,111,2
O3094,28.218132276106484,76.68242320273426,3,60,195,312,2
O3095,28.912953170947173,77.47029244937141,2,180,154,285,2
O3096,27.937874422461533,77.24577400087504,1,60,55,317,1
O3097,29.62796041334001,76.89486715012724,3,60,197,309,2
O3098,28.73401518373393,77.37995396203175,1,120,77,427,3
O3099,28.534122908414066,76.9908172262835,3,180,116,185,2
O3100,28.585969494534375,77.24505160172751,1,60,128,267,3
O3101,29.3116321858613,77.22963434575786,2,180,208,383,2
O3102,28.42049706286655,76.91900236979217,1,120,128,309,2
O3103,28.99618338604632,76.48541124777812,3,60,146,258,3
O3104,28.643394821934887,77.14348155113572,2,120,188,286,2
O3105,28.47022263576146,77.47372648148388,1,60,214,516,2
O3106,28.345348208515823,77.136957538993,2,180,52,270,2
O3107,28.494586988790243,77.51937567001134,3,60,123,406,1
O3108,28.482849051909568,77.07523568890113,1,60,101,380,2
O3109,28.520068468653406,77.69212091962834,2,60,17,200,2
O3110,28.749119283091755,77.10742028416514,2,120,166,484,3
O3111,28.225389302405137,77.73809177561809,3,120,131,255,2
O3112,29.036706157433482,76.87355209359957,2,60,203,558,2
O3113,28.111603225935635,77.05529520034534,2,180,226,466,1
O3114,28.82463570302897,76.80330736701114,3,60,223,521,2
O3115,29.03498207670212,76.92991803745403,1,60,56,164,2
O3116,29.0376248555959,77.53362438989977,2,180,146,500,2
O3117,28.323686802033812,77.26896914605253,3,180,145,422,1
O3118,28.1926933371147,77.87264906850581,3,120,20,217,1
O3119,28.821357898755934,77.36737989599189,2,60,21,115,2
O3120,29.119956105792948,76.69038943950278,3,120,121,231,3
O3121,29.053425752873313,76.91501721764801,2,120,65,345,2
O3122,29.08946957302109,77.12006358701852,2,180,35,254,1
O3123,28.236916788398013,76.97103474323448,1,180,175,280,2
O3124,28.683371308190832,77.0699657091294,2,180,24,161,2
O3125,28.751205108061082,77.11109849522359,1,180,72,163,3
O3126,29.13576839607142,77.02767862795015,3,180,96,442,3
O3127,28.638926401434386,77.96772733949071,1,180,10,208,2
O3128,28.88186137645191,77.79744364190793,3,60,222,543,2
O3129,28.388277885661726,77.40204753723323,2,120,21,341,2
O3130,28.809008521490707,77.44979861967404,2,120,148,466,1
O3131,28.33829534338748,77.00015929989439,2,60,40,383,2
O3132,27.799737198407918,77.2860732192583,3,60,232,413,1
O3133,28.172247343053794,77.03475646389418,2,120,22,105,2
O3134,29.23154281427909,77.14761761620328,1,180,153,392,3
O3135,28.267707002636516,77.30264136327594,2,180,216,310,3
O3136,28.11929100767765,77.68634616154885,3,180,19,126,3
O3137,28.186648855971033,76.68595769574378,2,60,233,458,2
O3138,28.277659390644427,77.18494946845463,2,120,215,308,3
O3139,28.985702703317557,77.65749659928429,2,180,111,466,2
O3140,28.72685685396852,77.88563392295974,1,120,133,193,2
O3141,27.632472428799687,77.28640170760333,3,180,168,267,2
O3142,28.58138214250182,77.02257450269961,2,120,184,492,2
O3143,28.2652541293722,77.51252556399704,2,120,23,138,2
O3144,28.967668173126423,76.65675414471212,1,120,194,331,2
O3145,28.725948205796247,77.62920101681789,1,120,37,395,2
O3146,28.69671775821753,77.20080172329429,1,180,134,200,3
O3147,28.674940944390087,76.6917675938091,1,120,217,360,3
O3148,28.44762607449587,76.96887248952717,3,180,232,308,1
O3149,28.748369248959744,76.6730942213365,3,60,64,279,2
O3150,28.400497377937285,77.02934815646019,1,180,201,420,2
O3151,28.41122346683836,77.11218946740136,1,60,119,451,2
O3152,29.298061947804264,77.32182524409806,1,60,203,443,2
O3153,28.306793948397868,76.73005380853759,3,180,63,148,2
O3154,28.889956945172617,77.09751069039767,2,180,215,427,2
O3155,27.856121687528415,77.36833985476243,3,180,38,224,2
O3156,28.68659079596754,76.9307462344608,3,120,87,389,2
O3157,28.079519203875225,77.85931432138312,3,180,40,367,1
O3158,28.64156898289075,76.77202359707687,2,180,64,254,2
O3159,28.891993301380346,76.67916206239013,1,120,222,562,2
O3160,28.10697530414129,77.22442350754011,1,120,69,415,2
O3161,28.16936440005657,77.19480368485041,1,120,182,464,2
O3162,28.365522599993074,77.34245492082857,3,120,123,444,2
O3163,28.919039045083053,77.18497368182825,1,120,61,259,3
O3164,28.65752661155435,76.72123361381635,3,120,76,272,2
O3165,28.373913886118334,76.64226263775014,3,180,12,89,2
O3166,28.40292561720081,77.45877223809762,3,60,68,365,3
O3167,29.013427434604,76.95831356677998,2,180,64,278,2
O3168,28.88511871941927,76.97243019477732,3,60,75,245,3
O3169,28.92501885315142,77.53684470100237,2,180,151,261,2
O3170,28.832739111566468,76.45255722828358,3,120,152,314,1
O3171,28.33300712788669,76.5091745023271,1,180,25,150,2
O3172,28.818074921921696,77.20156284527629,1,180,140,217,2
O3173,28.579585712679943,77.27470786946382,2,60,219,501,2
O3174,28.50759934649963,77.25160662086003,2,60,23,363,3
O3175,28.5431740266111,77.14164911746707,2,60,62,239,2
O3176,28.75260187692429,76.97448328800529,3,120,59,173,2
O3177,28.45646592975655,77.03606777491504,2,180,164,498,2
O3178,28.541093670106378,77.057313367825,1,120,173,428,1
O3179,28.176152132507504,77.7660958096448,3,180,11,238,2
O3180,28.539633714197134,77.54224784660455,1,120,198,476,1
O3181,28.87882739269765,76.98881588232341,2,120,90,251,1
O3182,28.663372576053586,76.90395225400033,3,180,85,340,2
O3183,28.28417973575717,77.47836245663632,1,120,153,295,2
O3184,28.70049377601983,76.84133155653937,3,60,122,321,2
O3185,28.790654890896583,76.87365869040089,3,180,31,238,1
O3186,28.681629419137618,77.0750203529576,1,60,181,366,2
O3187,28.680112493628986,77.68449601641979,3,60,228,530,3
O3188,28.388888121294457,77.03732111662288,1,120,104,242,2
O3189,28.846309670915485,77.10162660621661,3,120,174,357,2
O3190,28.448128130132627,77.39722436483817,3,180,170,379,1
O3191,28.620284588493256,77.3567282423745,3,120,221,538,1
O3192,29.02579024009448,76.76831207883929,2,60,228,342,3
O3193,28.724903322975376,76.97763617344764,1,60,147,481,2
O3194,28.673355478556342,77.25929177030919,3,180,143,236,1
O3195,28.657132586361712,77.32892007095728,2,120,90,339,2
O3196,28.841047261729468,76.79260707232537,2,120,139,495,1
O3197,28.87131021227117,77.5626175662561,2,180,25,234,1
O3198,28.81637058680793,76.93614558811524,2,120,183,403,3
O3199,28.280535986973927,76.89264462240173,1,60,212,339,2
O3200,28.87315300358096,77.45489481079103,3,180,218,361,2
O3201,28.809765244412173,76.88457526461401,2,180,65,202,2
O3202,28.908490906461974,76.71262170880696,1,60,20,205,2
O3203,28.942356456296743,76.81145517690436,2,180,103,262,2
O3204,29.143544114171387,76.94148625616607,1,60,126,384,2
O3205,28.630005141047548,76.90253809227056,2,60,153,222,2
O3206,28.93508790856922,77.51829222767523,2,120,44,278,1
O3207,28.58939262179386,78.02825963957632,1,120,221,306,3
O3208,28.764409918692,77.57943175841186,2,180,36,234,3
O3209,29.21447473759331,77.20667910173691,2,60,24,374,2
O3210,28.613434930455846,77.44533196900674,1,180,35,274,1
O3211,28.537544521940642,77.52473307470817,3,60,216,347,2
O3212,28.5252038032123,77.16642445370142,2,60,147,452,1
O3213,28.574473829268342,77.13207146808844,1,60,96,338,3
O3214,28.915900063916787,77.36540285621003,2,120,211,517,2
O3215,28.937789230643375,77.20296524377832,1,180,222,492,2
O3216,28.367940445628395,76.99181062511526,3,120,94,372,2
O3217,28.88947753748748,76.65804140921843,2,180,188,484,2
O3218,28.505194408840055,76.59233302989423,2,60,180,526,2
O3219,28.483624568332697,77.7559725874211,3,120,211,544,2
O3220,28.462680424521817,77.24005625574883,3,180,185,374,2
O3221,28.90944080561968,77.13570875725075,1,120,41,190,2
O3222,28.250166494581897,77.24564800589873,1,60,110,216,2
O3223,28.986548561152897,77.03123640187691,2,120,51,399,3
O3224,28.634527049102708,77.53941553770291,3,120,213,471,3
O3225,28.90622976400096,76.95502110539313,3,180,32,102,2
O3226,28.931672747656645,77.04106497380937,3,180,201,374,2
O3227,28.7869698021911,77.06744918498752,2,120,79,174,2
O3228,28.69571764691916,77.21575128285657,1,180,90,340,2
O3229,28.940725748781286,76.94686118713854,2,60,205,468,2
O3230,28.77416734316805,77.69167854396237,1,180,81,383,1
O3231,28.293239937713,76.95306375286988,1,60,46,230,3
O3232,27.86180920450968,77.28418983316611,2,120,99,164,2
O3233,28.686742698289805,76.87741692999656,1,180,78,144,3
O3234,28.39516687174546,77.52481712582689,1,180,220,399,2
O3235,28.052124794756168,77.13044355429217,2,60,27,265,2
O3236,28.890932092459714,77.5106608237688,1,60,158,487,3
O3237,28.768234260497202,77.53592405412004,3,120,93,176,2
O3238,28.767091034724565,76.92197214664928,3,120,104,194,2
O3239,28.510458776813635,77.24867855927286,2,180,30,200,2
O3240,28.675480026653062,76.6784970894888,2,120,101,275,2
O3241,28.708047083711982,77.37412121271176,3,180,10,331,2
O3242,27.855647451544655,77.21471639283584,2,180,118,318,2
O3243,28.18618973102585,76.87401248928192,1,60,40,158,2
O3244,28.401939094240234,77.6600187041851,3,120,10,282,2
O3245,28.631282767457137,77.02854951061376,1,120,155,319,1
O3246,28.673698904690283,77.57987098111248,1,180,10,179,3
O3247,28.046647482816223,77.29895485838107,1,120,26,319,3
O3248,28.690217670410444,76.87863556575819,2,60,205,560,2
O3249,28.733443487904715,77.01766253532313,2,120,47,200,1
O3250,28.343237081106047,77.10982746661175,1,120,126,371,2
O3251,29.271845013846402,77.730022921486,2,60,219,373,2
O3252,28.56656905555528,77.38139405749297,2,60,83,437,3
O3253,28.861189684077342,77.25924195618424,1,180,124,461,2
O3254,28.587432322010503,77.16384157398636,3,60,149,301,2
O3255,28.414899993898107,77.42149478142159,1,120,25,228,2
O3256,28.989560098285423,76.7452774436121,2,60,237,320,2
O3257,28.501485263237008,76.87192729048229,2,180,27,226,2
O3258,28.70658373594611,77.75670714958714,3,60,127,364,1
O3259,28.558191637434337,77.49524627035271,2,120,140,448,2
O3260,27.87099114134753,77.06523709649667,1,120,124,219,2
O3261,28.282917217752455,76.98320647225185,2,180,27,122,2
O3262,28.339600671463277,76.92349704550571,3,120,25,101,3
O3263,28.637890214220903,77.2941282836594,3,180,210,448,2
O3264,28.282023361036863,76.45943834883708,1,120,91,395,3
O3265,29.007765350355875,77.51633593156973,1,120,199,551,1
O3266,28.33059218885541,77.1117379462683,2,120,86,255,2
O3267,28.460142850175682,77.48932177933152,3,120,209,419,1
O3268,28.597328867863002,77.62325635378875,2,120,85,204,2
O3269,28.66177985799509,76.96257798929278,3,60,63,343,2
O3270,28.905021136658476,77.16962714049194,2,60,21,112,1
O3271,29.11039575106731,76.77982054964035,1,120,181,473,1
O3272,27.789896406568012,77.90066131646411,2,120,89,278,1
O3273,28.25334213849875,77.34886713554263,2,180,226,408,2
O3274,28.63511504285623,77.52043784439064,2,120,38,353,2
O3275,28.50206477004459,76.71818887916254,2,180,234,500,2
O3276,28.43920132033259,77.27302078294974,2,60,218,485,2
O3277,28.360534381532,78.19791473394315,2,120,187,253,1
O3278,28.340746690838735,77.6837251803662,2,60,32,121,2
O3279,28.70456893672292,76.81526701179011,3,180,117,263,2
O3280,28.83493643576725,76.61942116593791,1,60,150,349,2
O3281,28.536716818600347,77.24454429859004,2,120,159,259,2
O3282,28.348182524521388,77.79714323255341,2,180,65,134,2
O3283,28.60439310630506,76.93021128567308,1,180,80,222,2
O3284,28.431176960603242,77.30020234802245,1,180,228,376,2
O3285,28.472839610624842,77.5150297800296,2,60,75,350,1
O3286,28.692330973337832,77.11311022524418,2,60,46,367,2
O3287,28.69187432419008,77.48249335028363,1,60,18,263,2
O3288,28.56072746090796,75.99236107680498,3,120,98,281,2
O3289,28.502212237312698,77.17912287568704,3,180,212,280,2
O3290,28.573547718146383,76.87893219845022,1,180,36,283,3
O3291,28.894953041797912,77.07943151955489,1,180,227,571,1
O3292,29.07339647076343,77.04205161162584,3,60,48,362,1
O3293,28.905282233638,77.74874434563546,2,60,230,538,2
O3294,28.881919363774198,77.42520559108131,2,60,120,356,2
O3295,28.652259394052322,76.72518029566652,3,180,98,222,2
O3296,28.445197598486608,77.28719005664834,3,120,106,368,3
O3297,28.49259819540528,76.84616473732112,1,180,51,181,2
O3298,28.2956300167903,78.11656776074949,2,180,148,324,3
O3299,28.27711034148286,77.36050534504184,1,120,237,548,2
O3300,28.155896480892526,76.91907514219987,2,120,182,394,2
O3301,28.504910108277492,77.48623599315658,2,60,129,250,1
O3302,28.76817461520021,77.18468677449862,3,180,239,531,2
O3303,28.07579910079915,77.44420386263235,3,60,131,454,2
O3304,29.348765768230127,76.26719116306235,2,120,182,437,2
O3305,28.27000860438817,77.98109726807097,2,120,38,268,1
O3306,28.71185502814521,77.75206946731545,3,120,221,542,2
O3307,28.745482172546186,77.09197376919283,2,60,97,356,3
O3308,28.311686231135873,77.00244855891852,2,60,122,258,3
O3309,28.059221830369456,77.39124142704344,1,60,177,254,1
O3310,28.8753826939624,77.26461973285953,1,60,223,402,1
O3311,29.129316152357138,77.13830868324946,3,120,63,415,3
O3312,28.76266863489983,77.60308812126533,2,180,121,334,2
O3313,29.177235129182485,77.06854137342792,1,120,152,273,2
O3314,29.06155020850108,77.28781582085566,1,180,52,210,2
O3315,28.782221643773124,77.67617687800731,3,180,25,186,3
O3316,29.069102266948523,76.84041435663589,3,60,171,417,2
O3317,28.53938282869622,77.28015397577974,1,60,91,198,2
O3318,28.58680762666961,77.16710184227858,2,120,119,390,2
O3319,28.737458215159357,77.41913672474745,1,180,83,362,1
O3320,28.624863276426183,77.61076166784409,3,120,221,302,3
O3321,28.82032557383426,76.63184306764957,3,60,115,353,2
O3322,28.477762242107303,76.73047966746077,3,120,94,430,2
O3323,28.45833667642299,77.24132662062719,3,60,93,286,2
O3324,28.3212336095976,77.83497033076108,3,60,59,163,3
O3325,28.842139847422832,77.16749434659936,1,120,53,226,2
O3326,28.658742862394952,77.36681482401683,2,120,205,389,3
O3327,29.28525545211124,77.26155069848664,2,180,141,413,1
O3328,28.68144662900914,77.34188260484866,1,180,169,240,2
O3329,29.029824925206213,77.44153813000625,2,60,125,242,3
O3330,28.24343313476034,77.03887348145376,2,120,233,392,1
O3331,28.506257267881608,77.16477336389576,2,120,100,175,3
O3332,28.663208123601276,76.79362568375358,3,60,131,396,2
O3333,28.350536551537147,77.89970760475808,3,180,55,157,2
O3334,28.685545599864444,77.79713235054305,1,60,71,406,2
O3335,28.660171725470118,77.32751576688725,1,180,180,401,2
O3336,28.022698793147782,77.08578081800262,2,60,226,502,1
O3337,28.52512656436479,76.92479618947769,1,180,160,274,2
O3338,28.795901782328635,77.46778675397685,1,120,12,333,2
O3339,28.44556033740024,76.9961985211481,1,180,202,399,3
O3340,28.781684366635346,77.64572177548312,2,120,10,358,1
O3341,28.46556701938797,77.11956700728467,2,180,232,420,3
O3342,29.008011509811798,76.86971964533403,3,180,127,262,1
O3343,28.272488396469733,77.12182435223879,3,60,51,307,2
O3344,28.554015805883,77.04908986728458,1,180,18,283,1
O3345,28.672840962517185,77.66946553190576,2,60,186,543,2
O3346,28.598634557906106,77.02746144045213,3,120,154,337,2
O3347,27.907659395830503,76.6906567356093,2,120,224,383,2
O3348,28.947076098579586,76.62175466890388,3,120,97,261,3
O3349,28.90578002023763,76.68435123496297,2,60,15,186,1
O3350,28.94029261464356,77.05097168473533,1,60,152,343,2
O3351,28.625627610375886,76.71092169694207,1,180,95,395,2
O3352,28.81571948501038,77.81535823358533,1,180,177,472,2
O3353,28.706862352396506,76.87874701039136,3,120,198,317,2
O3354,28.743445981204413,77.18847245259596,1,180,218,399,3
O3355,28.37498905859569,77.78903012180068,1,60,49,177,1
O3356,28.59617397815769,77.17537043999147,2,60,145,277,2
O3357,28.582723946864128,76.96262361371832,3,120,110,404,2
O3358,28.83671487385933,77.02733529997654,1,60,208,507,2
O3359,28.655813194232536,76.95128832437751,1,120,20,288,1
O3360,29.317524970559337,77.08239536303543,1,180,215,404,2
O3361,28.700922565132604,77.95871381297773,2,180,142,472,2
O3362,28.43329495105651,76.90580517351215,1,120,201,442,2
O3363,29.067332479869947,77.23373863713248,3,120,36,346,2
O3364,28.602933311302586,77.10714015867634,3,120,173,325,3
O3365,29.013195720643793,77.06358235469328,3,120,131,369,1
O3366,28.625911223327204,76.71144758241243,1,60,177,536,1
O3367,27.95455031657171,77.19871643775322,3,60,185,456,2
O3368,28.674771874806613,76.66377693240055,2,120,218,493,2
O3369,29.184194595655864,76.6325904018876,3,180,222,552,2
O3370,28.29295222564898,77.08957074973651,2,60,203,456,2
O3371,28.647495168245072,77.4370682154388,1,60,199,274,2
O3372,28.61895087800408,77.60734528824453,2,60,189,279,2
O3373,28.459450738844104,77.45280342981084,3,180,145,216,1
O3374,28.737938216724686,77.14414930659647,3,60,50,387,2
O3375,28.67497211383531,76.81484110825832,3,180,155,227,2
O3376,28.691281450108082,77.58806993760693,1,180,60,334,2
O3377,28.77231570414355,77.33415480173635,3,120,151,426,2
O3378,28.75091596291281,77.6466408253063,2,180,50,348,3
O3379,28.9453347853291,76.91117975943929,2,60,178,501,3
O3380,28.276191128931515,77.15789332068533,1,60,99,273,1
O3381,28.7505699536213,77.31741452086104,2,120,27,115,1
O3382,28.350315385893445,76.63065350504273,1,120,176,532,2
O3383,28.820734408332868,77.20843543265676,3,120,219,550,1
O3384,28.648201546893045,76.8252348369781,2,180,210,560,1
O3385,28.85807402456609,77.44909732121715,2,60,20,201,2
O3386,28.24945392166232,77.21474649495951,1,180,156,292,1
O3387,28.950216793819358,77.58749420350314,2,180,214,550,2
O3388,28.628077132085966,77.05191909213899,2,120,84,380,2
O3389,28.85839850183909,77.7639043452777,1,180,174,510,3
O3390,28.415306593255636,77.73412376672266,3,180,122,452,2
O3391,28.463333488079503,76.85876584660464,1,180,215,562,2
O3392,28.240650287698728,76.855275039662,1,180,118,188,1
O3393,28.508174509555673,77.25252515272994,2,180,83,393,2
O3394,29.055056862830806,77.43199190015262,2,120,82,182,3
O3395,28.66871194814983,77.18823548449663,1,60,32,250,1
O3396,28.24449728484047,77.3777943125386,2,60,102,423,1
O3397,28.23329187896787,77.27091980733695,2,120,120,195,1
O3398,28.872807535033502,77.95801543047506,2,60,234,457,2
O3399,28.919366631307877,77.26868344014407,2,60,222,442,2
O3400,28.253528227878316,77.28511738424551,1,60,131,280,2
O3401,28.715895600549,78.04121171253757,2,120,157,513,2
O3402,28.433317200244836,76.6386766898652,2,60,92,330,2
O3403,28.829150790587754,76.92043958855027,2,120,109,418,1
O3404,28.524101208109037,77.2707585226028,2,180,166,384,2
O3405,28.60881143244372,77.09510625797296,3,120,238,535,3
O3406,28.71522127338733,77.32622972269898,3,120,86,232,2
O3407,29.160480602508553,77.29311868538788,1,180,29,309,2
O3408,28.682187619062894,77.25083557190003,2,60,172,255,2
O3409,28.809094216211566,77.46853995825519,2,60,50,140,3
O3410,28.651058120855367,76.83546055335006,3,180,166,411,1
